country,country_name,year,party,vote_share,seat_share,share_diff,seats,seats_total,elec_sys
COM,Comoros,2004,CdIA,NA,36.4,NA,12,33,Two-round
COM,Comoros,2004,PCDP,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,RND,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,MDP,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,CHUMA,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,FDC,NA,NA,NA,NA,NA,Two-round
COM,Comoros,2004,tech,NA,45.5,NA,15,33,Two-round
GHA,Ghana,2004,NDC,40.9,40.9,0,94,230,First-past-post
GHA,Ghana,2004,NPP,55.6,55.7,0.1,128,230,First-past-post
IND,India,2004,SP,4.3,6.8,2.5,37,543,First-past-post
IND,India,2004,BSP,5.3,3.3,-2,18,543,First-past-post
IND,India,2004,CPI(M),5.7,7.9,2.2,43,543,First-past-post
IND,India,2004,BJP,22.2,25.2,3,137,543,First-past-post
IND,India,2004,INC,26.5,26.9,0.4,146,543,First-past-post
MNG,Mongolia,2004,Motherland-D...,44.3,NA,NA,NA,NA,Two-round
MNG,Mongolia,2004,MAN,48.2,47.4,-0.8,36,76,Two-round
MNG,Mongolia,2004,AN,NA,32.9,NA,25,76,Two-round
MNG,Mongolia,2004,IZN,NA,2.6,NA,2,76,Two-round
MNG,Mongolia,2004,EON/MASSN`,NA,9.2,NA,7,76,Two-round
MWI,Malawi,2004,RP,7.3,7.8,0.5,15,193,First-past-post
MWI,Malawi,2004,NDA,8.1,4.7,-3.4,9,193,First-past-post
MWI,Malawi,2004,indep,24.2,20.7,-3.5,40,193,First-past-post
MWI,Malawi,2004,MCP,24.9,29.5,4.6,57,193,First-past-post
MWI,Malawi,2004,UDF,25.3,25.4,0.1,49,193,First-past-post
USA,United States of America,2004,Dem,46.5,46.7,0.2,203,435,First-past-post
USA,United States of America,2004,Rep,49.3,53.1,3.8,231,435,First-past-post
GBR,United Kingdom,2005,UKIP,2.2,0,-2.2,0,646,First-past-post
GBR,United Kingdom,2005,Lib,22,9.6,-12.4,62,646,First-past-post
GBR,United Kingdom,2005,Con,32.4,30.7,-1.7,198,646,First-past-post
GBR,United Kingdom,2005,Lab,35.2,55,19.8,355,646,First-past-post
TZA,Tanzania,2005,Chadema,8.2,3.4,-4.8,11,323,First-past-post
TZA,Tanzania,2005,CCW,14.2,9.6,-4.6,31,323,First-past-post
TZA,Tanzania,2005,CCM,70,85.1,15.1,275,323,First-past-post
CAN,Canada,2006,BQ,10.5,16.6,6.1,51,308,First-past-post
CAN,Canada,2006,NDP,17.5,9.4,-8.1,29,308,First-past-post
CAN,Canada,2006,LP,30.2,33.4,3.2,103,308,First-past-post
CAN,Canada,2006,CPC,36.3,40.3,4,124,308,First-past-post
SLB,Solomon Islands,2006,indep,NA,60,NA,30,50,First-past-post
SLB,Solomon Islands,2006,PAP,NA,6,NA,3,50,First-past-post
SLB,Solomon Islands,2006,SIPRA,NA,8,NA,4,50,First-past-post
SLB,Solomon Islands,2006,DP,NA,6,NA,3,50,First-past-post
SLB,Solomon Islands,2006,NP,NA,8,NA,4,50,First-past-post
USA,United States of America,2006,Rep,44.3,46.4,2.1,202,435,First-past-post
USA,United States of America,2006,Dem,52.3,53.6,1.3,233,435,First-past-post
ZMB,Zambia,2006,UDA,22.5,17.3,-5.2,26,150,First-past-post
ZMB,Zambia,2006,PF,23,28.7,5.7,43,150,First-past-post
ZMB,Zambia,2006,MMD,39.1,50,10.9,75,150,First-past-post
ZMB,Zambia,2006,FDD,NA,NA,NA,NA,NA,First-past-post
ZMB,Zambia,2006,UNIP,NA,NA,NA,NA,NA,First-past-post
ZMB,Zambia,2006,UPND,NA,NA,NA,NA,NA,First-past-post
FRA,France,2007,UDF,7.6,0.5,-7.1,3,577,Two-round
FRA,France,2007,PS,24.7,32.2,7.5,186,577,Two-round
FRA,France,2007,UMP,39.5,54.2,14.7,313,577,Two-round
JAM,Jamaica,2007,PNP,49.8,46.7,-3.1,28,60,First-past-post
JAM,Jamaica,2007,JLP,50.1,53.3,3.2,32,60,First-past-post
KEN,Kenya,2007,KANU,6.4,7.1,0.7,15,210,First-past-post
KEN,Kenya,2007,WDM-K,6.6,7.6,1,16,210,First-past-post
KEN,Kenya,2007,PNU,20.9,20.5,-0.4,43,210,First-past-post
KEN,Kenya,2007,ODM,30.8,47.1,16.3,99,210,First-past-post
KEN,Kenya,2007,S,NA,2.4,NA,5,210,First-past-post
KEN,Kenya,2007,DP,NA,1,NA,2,210,First-past-post
KEN,Kenya,2007,FORD-A,NA,0.5,NA,1,210,First-past-post
KEN,Kenya,2007,FORD-K,NA,0.5,NA,1,210,First-past-post
KEN,Kenya,2007,NARC-K,NA,1.9,NA,4,210,First-past-post
KEN,Kenya,2007,FORD-P,NA,1.4,NA,3,210,First-past-post
KEN,Kenya,2007,NFK,NA,1,NA,2,210,First-past-post
KEN,Kenya,2007,Party of Nat...,NA,NA,NA,NA,NA,First-past-post
MDG,Madagascar,2007,TIM,NA,82.7,NA,105,127,Two-round
MDG,Madagascar,2007,indep,NA,7.9,NA,10,127,Two-round
MLI,Mali,2007,RPM,NA,7.5,NA,11,147,Two-round
MLI,Mali,2007,URD,NA,23.1,NA,34,147,Two-round
MLI,Mali,2007,ADEMA-PASJ,NA,34.7,NA,51,147,Two-round
MLI,Mali,2007,MPR,NA,5.4,NA,8,147,Two-round
NGA,Nigeria,2007,ANPP,NA,17.8,NA,64,359,First-past-post
NGA,Nigeria,2007,ACN,NA,8.9,NA,32,359,First-past-post
NGA,Nigeria,2007,PDP,NA,71.9,NA,258,359,First-past-post
SLE,Sierra Leone,2007,APC,NA,52.7,NA,59,112,First-past-post
SLE,Sierra Leone,2007,SLPP,NA,38.4,NA,43,112,First-past-post
TTO,Trinidad and Tobago,2007,UNC,29.8,36.6,6.8,15,41,First-past-post
TTO,Trinidad and Tobago,2007,PNM,45.9,63.4,17.5,26,41,First-past-post
BRB,Barbados,2008,BLP,33,33.3,0.3,10,30,First-past-post
BRB,Barbados,2008,DLP,67,66.7,-0.3,20,30,First-past-post
BTN,Bhutan,2008,PDP,33,4.3,-28.7,2,47,First-past-post
BTN,Bhutan,2008,DPT,67,95.7,28.7,45,47,First-past-post
CAN,Canada,2008,GPC,6.8,0,-6.8,0,308,First-past-post
CAN,Canada,2008,BQ,10,15.9,5.9,49,308,First-past-post
CAN,Canada,2008,NDP,18.2,12,-6.2,37,308,First-past-post
CAN,Canada,2008,LP,26.3,25,-1.3,77,308,First-past-post
CAN,Canada,2008,CPC,37.7,46.4,8.7,143,308,First-past-post
GHA,Ghana,2008,NDC,NA,49.3,NA,113,229,First-past-post
GHA,Ghana,2008,NPP,NA,47.6,NA,109,229,First-past-post
PAK,Pakistan,2008,PPP,NA,36.8,NA,125,340,First-past-post
PAK,Pakistan,2008,PML(N),NA,26.8,NA,91,340,First-past-post
PAK,Pakistan,2008,PML(Q),NA,15.6,NA,53,340,First-past-post
PAK,Pakistan,2008,MQM / HPG,NA,7.4,NA,25,340,First-past-post
PAK,Pakistan,2008,indep,NA,5.3,NA,18,340,First-past-post
USA,United States of America,2008,Rep,42.4,40.9,-1.5,178,435,First-past-post
USA,United States of America,2008,Dem,52.9,59.1,6.2,257,435,First-past-post
BWA,Botswana,2009,BCP,19.1,7,-12.1,4,57,First-past-post
BWA,Botswana,2009,BNF,21.9,10.5,-11.4,6,57,First-past-post
BWA,Botswana,2009,BDP,53.3,78.9,25.6,45,57,First-past-post
COM,Comoros,2009,BM,NA,83.3,NA,20,24,Two-round
IND,India,2009,DMK,NA,3.3,NA,18,545,First-past-post
IND,India,2009,BJP,NA,21.3,NA,116,545,First-past-post
IND,India,2009,CPI(M),NA,2.9,NA,16,545,First-past-post
IND,India,2009,BSP,NA,3.9,NA,21,545,First-past-post
IND,India,2009,INC,NA,37.8,NA,206,545,First-past-post
IND,India,2009,SP,NA,4,NA,22,545,First-past-post
IND,India,2009,JD(U),NA,3.7,NA,20,545,First-past-post
MDV,Maldives,2009,PA,5,9.1,4.1,7,77,First-past-post
MDV,Maldives,2009,DRP,24.6,36.4,11.8,28,77,First-past-post
MDV,Maldives,2009,indep,30,16.9,-13.1,13,77,First-past-post
MDV,Maldives,2009,MDP,30.8,33.8,3,26,77,First-past-post
MWI,Malawi,2009,MCP,NA,14.6,NA,27,185,First-past-post
MWI,Malawi,2009,UDF,NA,9.7,NA,18,185,First-past-post
MWI,Malawi,2009,DPP,NA,60.5,NA,112,185,First-past-post
GBR,United Kingdom,2010,UKIP,3.1,0,-3.1,0,650,First-past-post
GBR,United Kingdom,2010,Lib,23,8.8,-14.2,57,650,First-past-post
GBR,United Kingdom,2010,Lab,29,39.7,10.7,258,650,First-past-post
GBR,United Kingdom,2010,Con,36.1,47.2,11.1,307,650,First-past-post
HTI,Haiti,2010,INITE,NA,47.9,NA,46,96,Two-round
HTI,Haiti,2010,Alternativ,NA,7.3,NA,7,96,Two-round
HTI,Haiti,2010,ANF,NA,4.2,NA,4,96,Two-round
HTI,Haiti,2010,LA,NA,8.3,NA,8,96,Two-round
HTI,Haiti,2010,LO,NA,8.3,NA,8,96,Two-round
SLB,Solomon Islands,2010,indep,NA,38,NA,19,50,First-past-post
SLB,Solomon Islands,2010,DP,NA,26,NA,13,50,First-past-post
SLB,Solomon Islands,2010,OUR,NA,6,NA,3,50,First-past-post
SLB,Solomon Islands,2010,RDP,NA,6,NA,3,50,First-past-post
TTO,Trinidad and Tobago,2010,PNM,39.7,29.3,-10.4,12,41,First-past-post
TTO,Trinidad and Tobago,2010,PP,60,70.7,10.7,29,41,First-past-post
TZA,Tanzania,2010,CCM,NA,74,NA,259,350,First-past-post
TZA,Tanzania,2010,Chadema,NA,13.7,NA,48,350,First-past-post
TZA,Tanzania,2010,CCW,NA,10.3,NA,36,350,First-past-post
USA,United States of America,2010,Dem,44.9,44.4,-0.5,193,435,First-past-post
USA,United States of America,2010,Rep,51.7,55.6,3.9,242,435,First-past-post
CAN,Canada,2011,BQ,6.1,1.3,-4.8,4,308,First-past-post
CAN,Canada,2011,LP,18.9,11,-7.9,34,308,First-past-post
CAN,Canada,2011,NDP,30.6,33.4,2.8,103,308,First-past-post
CAN,Canada,2011,CPC,39.6,53.9,14.3,166,308,First-past-post
CIV,Ivory Coast,2011,RDR,NA,57,NA,127,223,First-past-post
CIV,Ivory Coast,2011,PDCI-RDA,NA,34.5,NA,77,223,First-past-post
JAM,Jamaica,2011,JLP,46.3,33.3,-13,21,63,First-past-post
JAM,Jamaica,2011,PNP,53,66.7,13.7,42,63,First-past-post
LBR,Liberia,2011,NUDP,3.9,8.2,4.3,6,73,First-past-post
LBR,Liberia,2011,NDC,5.7,6.8,1.1,5,73,First-past-post
LBR,Liberia,2011,LPC,9.2,9.6,0.4,7,73,First-past-post
LBR,Liberia,2011,CDC,12.8,15.1,2.3,11,73,First-past-post
LBR,Liberia,2011,UP,17.8,32.9,15.1,24,73,First-past-post
LBR,Liberia,2011,indep,NA,12.3,NA,9,73,First-past-post
LBR,Liberia,2011,NPP,NA,NA,NA,NA,NA,First-past-post
LBR,Liberia,2011,NDPL,NA,NA,NA,NA,NA,First-past-post
LBR,Liberia,2011,LPP,NA,NA,NA,NA,NA,First-past-post
LBR,Liberia,2011,UPP,NA,NA,NA,NA,NA,First-past-post
NGA,Nigeria,2011,ANPP,NA,6.4,NA,23,359,First-past-post
NGA,Nigeria,2011,ACN,NA,18.4,NA,66,359,First-past-post
NGA,Nigeria,2011,PDP,NA,56.3,NA,202,359,First-past-post
NGA,Nigeria,2011,CPC,NA,8.6,NA,31,359,First-past-post
SGP,Singapore,2011,NSP,12,0,-12,0,87,Two-round
SGP,Singapore,2011,WP,12.8,6.9,-5.9,6,87,Two-round
SGP,Singapore,2011,PAP,60.2,93.1,32.9,81,87,Two-round
ZMB,Zambia,2011,UPND,17.2,18.7,1.5,28,150,First-past-post
ZMB,Zambia,2011,MMD,33.4,36.7,3.3,55,150,First-past-post
ZMB,Zambia,2011,PF,38.4,40,1.6,60,150,First-past-post
FRA,France,2012,V,5.5,2.9,-2.6,17,577,Two-round
FRA,France,2012,PCF,6.9,1.7,-5.2,10,577,Two-round
FRA,France,2012,FN,13.6,0.3,-13.3,2,577,Two-round
FRA,France,2012,UMP,27.1,33.6,6.5,194,577,Two-round
FRA,France,2012,PS,29.4,48.5,19.1,280,577,Two-round
GHA,Ghana,2012,NDC,NA,53.8,NA,148,275,First-past-post
GHA,Ghana,2012,NPP,NA,44.7,NA,123,275,First-past-post
SLE,Sierra Leone,2012,APC,NA,59.8,NA,67,112,First-past-post
SLE,Sierra Leone,2012,SLPP,NA,37.5,NA,42,112,First-past-post
USA,United States of America,2012,Rep,48.5,53.8,5.3,234,435,First-past-post
USA,United States of America,2012,Dem,48.7,46.2,-2.5,201,435,First-past-post
BRB,Barbados,2013,BLP,48.2,46.7,-1.5,14,30,First-past-post
BRB,Barbados,2013,DLP,51.3,53.3,2,16,30,First-past-post
BTN,Bhutan,2013,DPT,45.1,31.9,-13.2,15,47,First-past-post
BTN,Bhutan,2013,PDP,54.9,68.1,13.2,32,47,First-past-post
KEN,Kenya,2013,ODM,NA,33.1,NA,96,290,First-past-post
KEN,Kenya,2013,WDM-K,NA,9,NA,26,290,First-past-post
KEN,Kenya,2013,URP,NA,25.9,NA,75,290,First-past-post
KEN,Kenya,2013,TNA,NA,27.2,NA,79,290,First-past-post
PAK,Pakistan,2013,PPP,NA,12.1,NA,39,323,First-past-post
PAK,Pakistan,2013,PML(N),NA,48.6,NA,157,323,First-past-post
PAK,Pakistan,2013,MQM / HPG,NA,7.1,NA,23,323,First-past-post
PAK,Pakistan,2013,indep,NA,8.4,NA,27,323,First-past-post
PAK,Pakistan,2013,PTI,NA,10.8,NA,35,323,First-past-post
BWA,Botswana,2014,BCP,20.4,5.3,-15.1,3,57,First-past-post
BWA,Botswana,2014,UDC,30,29.8,-0.2,17,57,First-past-post
BWA,Botswana,2014,BDP,46.5,64.9,18.4,37,57,First-past-post
IND,India,2014,BJP,NA,51.9,NA,282,543,First-past-post
IND,India,2014,INC,NA,8.1,NA,44,543,First-past-post
IND,India,2014,AIADMK,NA,6.8,NA,37,543,First-past-post
IND,India,2014,AITMC,NA,6.3,NA,34,543,First-past-post
MDV,Maldives,2014,MDA,4,5.9,1.9,5,85,First-past-post
MDV,Maldives,2014,indep,10.9,5.9,-5,5,85,First-past-post
MDV,Maldives,2014,JP,13.6,17.6,4,15,85,First-past-post
MDV,Maldives,2014,PPM,27.7,38.8,11.1,33,85,First-past-post
MDV,Maldives,2014,MDP,40.8,30.6,-10.2,26,85,First-past-post
MWI,Malawi,2014,MCP,NA,25,NA,48,192,First-past-post
MWI,Malawi,2014,UDF,NA,7.3,NA,14,192,First-past-post
MWI,Malawi,2014,DPP,NA,26,NA,50,192,First-past-post
MWI,Malawi,2014,PP,NA,13.5,NA,26,192,First-past-post
SLB,Solomon Islands,2014,indep,NA,64,NA,32,50,First-past-post
SLB,Solomon Islands,2014,PAP,NA,6,NA,3,50,First-past-post
SLB,Solomon Islands,2014,DAP,NA,14,NA,7,50,First-past-post
SLB,Solomon Islands,2014,UDP,NA,10,NA,5,50,First-past-post
USA,United States of America,2014,Dem,45.5,43.2,-2.3,188,435,First-past-post
USA,United States of America,2014,Rep,51.2,56.8,5.6,247,435,First-past-post
CAN,Canada,2015,NDP,19.7,13,-6.7,44,338,First-past-post
CAN,Canada,2015,CPC,31.9,29.3,-2.6,99,338,First-past-post
CAN,Canada,2015,LP,39.5,54.4,14.9,184,338,First-past-post
COM,Comoros,2015,PO,6,0,-6,0,33,Two-round
COM,Comoros,2015,CRC,7.2,6.1,-1.1,2,33,Two-round
COM,Comoros,2015,RDC,10.4,12.1,1.7,4,33,Two-round
COM,Comoros,2015,PJ,18,30.3,12.3,10,33,Two-round
COM,Comoros,2015,UPDC,18.5,33.3,14.8,11,33,Two-round
COM,Comoros,2015,indep,25.1,9.1,-16,3,33,Two-round
GBR,United Kingdom,2015,Lib,7.9,1.2,-6.7,8,650,First-past-post
GBR,United Kingdom,2015,UKIP,12.7,0.2,-12.5,1,650,First-past-post
GBR,United Kingdom,2015,Lab,30.5,35.7,5.2,232,650,First-past-post
GBR,United Kingdom,2015,Con,36.9,50.9,14,331,650,First-past-post
HTI,Haiti,2015,FL,NA,6.9,NA,8,116,Two-round
HTI,Haiti,2015,OPL,NA,7.8,NA,9,116,Two-round
HTI,Haiti,2015,LA,NA,5.2,NA,6,116,Two-round
HTI,Haiti,2015,PHTK,NA,26.7,NA,31,116,Two-round
HTI,Haiti,2015,VERITE,NA,14.7,NA,17,116,Two-round
HTI,Haiti,2015,KID,NA,6.9,NA,8,116,Two-round
NGA,Nigeria,2015,PDP,NA,38.9,NA,140,360,First-past-post
NGA,Nigeria,2015,APC,NA,58.9,NA,212,360,First-past-post
SGP,Singapore,2015,WP,12.5,6.7,-5.8,6,89,Two-round
SGP,Singapore,2015,PAP,69.9,93.3,23.4,83,89,Two-round
TTO,Trinidad and Tobago,2015,COP,6,2.4,-3.6,1,41,First-past-post
TTO,Trinidad and Tobago,2015,UNC,39.6,41.5,1.9,17,41,First-past-post
TTO,Trinidad and Tobago,2015,PNM,51.7,56.1,4.4,23,41,First-past-post
TZA,Tanzania,2015,CCW,8.6,11.4,2.8,42,367,First-past-post
TZA,Tanzania,2015,Chadema,31.8,19.1,-12.7,70,367,First-past-post
TZA,Tanzania,2015,CCM,55,68.9,13.9,253,367,First-past-post
CAF,Central African Republic,2016,indep,NA,42.7,NA,56,131,Two-round
CAF,Central African Republic,2016,KNK,NA,5.3,NA,7,131,Two-round
CAF,Central African Republic,2016,MLPC,NA,6.9,NA,9,131,Two-round
CAF,Central African Republic,2016,ADP,NA,9.9,NA,13,131,Two-round
CAF,Central African Republic,2016,RDC,NA,7.6,NA,10,131,Two-round
CAF,Central African Republic,2016,URCA,NA,9.9,NA,13,131,Two-round
CIV,Ivory Coast,2016,FPI,5.8,1.2,-4.6,3,255,First-past-post
CIV,Ivory Coast,2016,indep,38.5,29.8,-8.7,76,255,First-past-post
CIV,Ivory Coast,2016,RHDP,50.3,65.5,15.2,167,255,First-past-post
GHA,Ghana,2016,NDC,46.4,53.6,7.2,148,276,First-past-post
GHA,Ghana,2016,NPP,47.5,44.6,-2.9,123,276,First-past-post
JAM,Jamaica,2016,PNP,49.7,49.2,-0.5,31,63,First-past-post
JAM,Jamaica,2016,JLP,50.1,50.8,0.7,32,63,First-past-post
MNG,Mongolia,2016,MPRP,8.1,1.3,-6.8,1,76,First-past-post
MNG,Mongolia,2016,AN,33.7,11.8,-21.9,9,76,First-past-post
MNG,Mongolia,2016,MAN,45.9,85.5,39.6,65,76,First-past-post
USA,United States of America,2016,Dem,49.4,44.6,-4.8,194,435,First-past-post
USA,United States of America,2016,Rep,50.6,55.4,4.8,241,435,First-past-post
ZMB,Zambia,2016,indep,9.3,9,-0.3,14,156,First-past-post
ZMB,Zambia,2016,UPND,40.6,37.2,-3.4,58,156,First-past-post
ZMB,Zambia,2016,PF,41,51.3,10.3,80,156,First-past-post
FRA,France,2017,UDF,4.1,7.3,3.2,42,577,Two-round
FRA,France,2017,PS,7.4,5.2,-2.2,30,577,Two-round
FRA,France,2017,FI,11,2.9,-8.1,17,577,Two-round
FRA,France,2017,FN,13.2,1.4,-11.8,8,577,Two-round
FRA,France,2017,UMP,15.8,19.4,3.6,112,577,Two-round
FRA,France,2017,LaREM,28.2,53.4,25.2,308,577,Two-round
GBR,United Kingdom,2017,UKIP,1.8,0,-1.8,0,650,First-past-post
GBR,United Kingdom,2017,LD,7.4,1.8,-5.6,12,650,First-past-post
GBR,United Kingdom,2017,Lab,40,40.3,0.3,262,650,First-past-post
GBR,United Kingdom,2017,Con,42.5,48.9,6.4,318,650,First-past-post
GMB,The Gambia,2017,NRP,6.3,8.6,2.3,5,58,First-past-post
GMB,The Gambia,2017,PDOIS,8,5.2,-2.8,3,58,First-past-post
GMB,The Gambia,2017,APRC,16,8.6,-7.4,5,58,First-past-post
GMB,The Gambia,2017,GDC,17,8.6,-8.4,5,58,First-past-post
GMB,The Gambia,2017,UDP,37,53.4,16.4,31,58,First-past-post
KEN,Kenya,2017,KANU,NA,2.9,NA,10,348,First-past-post
KEN,Kenya,2017,ODM,NA,21.8,NA,76,348,First-past-post
KEN,Kenya,2017,WDM-K,NA,6.6,NA,23,348,First-past-post
KEN,Kenya,2017,indep,NA,4,NA,14,348,First-past-post
KEN,Kenya,2017,FORD-K,NA,3.4,NA,12,348,First-past-post
KEN,Kenya,2017,JP,NA,49.1,NA,171,348,First-past-post
KEN,Kenya,2017,ANC,NA,4,NA,14,348,First-past-post
LBR,Liberia,2017,ALP,5.1,4.1,-1,3,73,First-past-post
LBR,Liberia,2017,PUP,5.9,6.8,0.9,5,73,First-past-post
LBR,Liberia,2017,ANC,6.1,0,-6.1,0,73,First-past-post
LBR,Liberia,2017,LPC,8.6,4.1,-4.5,3,73,First-past-post
LBR,Liberia,2017,UP,14,26,12,19,73,First-past-post
LBR,Liberia,2017,Coalition fo...,15.6,28.8,13.2,21,73,First-past-post
LBR,Liberia,2017,indep,15.7,16.4,0.7,12,73,First-past-post
LBR,Liberia,2017,CDC,NA,NA,NA,NA,NA,First-past-post
LBR,Liberia,2017,NPP,NA,NA,NA,NA,NA,First-past-post
BRB,Barbados,2018,DLP,22.1,0,-22.1,0,30,First-past-post
BRB,Barbados,2018,BLP,72.8,100,27.2,30,30,First-past-post
GAB,Gabon,2018,indep,NA,5.6,NA,8,143,Two-round
GAB,Gabon,2018,BDG / PDG,NA,68.5,NA,98,143,Two-round
GAB,Gabon,2018,LD,NA,7.7,NA,11,143,Two-round
PAK,Pakistan,2018,MMA,5.9,4.7,-1.2,16,342,First-past-post
PAK,Pakistan,2018,indep,11.5,3.8,-7.7,13,342,First-past-post
PAK,Pakistan,2018,PPP,13,15.8,2.8,54,342,First-past-post
PAK,Pakistan,2018,PML(N),24.4,24.3,-0.1,83,342,First-past-post
PAK,Pakistan,2018,PTI,31.8,43.6,11.8,149,342,First-past-post
SLE,Sierra Leone,2018,indep,NA,2.1,NA,3,146,First-past-post
SLE,Sierra Leone,2018,APC,NA,46.6,NA,68,146,First-past-post
SLE,Sierra Leone,2018,SLPP,NA,33.6,NA,49,146,First-past-post
SLE,Sierra Leone,2018,C4C,NA,5.5,NA,8,146,First-past-post
SLE,Sierra Leone,2018,NGC,NA,2.7,NA,4,146,First-past-post
SLE,Sierra Leone,2018,tech,NA,9.6,NA,14,146,First-past-post
USA,United States of America,2018,Rep,45.6,50.6,5,241,476,First-past-post
USA,United States of America,2018,Dem,54.4,49.4,-5,235,476,First-past-post
BWA,Botswana,2019,UDC,35.9,23.8,-12.1,15,63,First-past-post
BWA,Botswana,2019,BDP,52.7,60.3,7.6,38,63,First-past-post
BWA,Botswana,2019,BCP,NA,NA,NA,NA,NA,First-past-post
CAN,Canada,2019,GPC,6.5,0.9,-5.6,3,338,First-past-post
CAN,Canada,2019,BQ,7.7,9.5,1.8,32,338,First-past-post
CAN,Canada,2019,NDP,15.9,7.1,-8.8,24,338,First-past-post
CAN,Canada,2019,LP,33.1,46.4,13.3,157,338,First-past-post
CAN,Canada,2019,CPC,34.4,35.8,1.4,121,338,First-past-post
GBR,United Kingdom,2019,SNP,3.9,7.4,3.5,48,650,First-past-post
GBR,United Kingdom,2019,LD,11.5,1.7,-9.8,11,650,First-past-post
GBR,United Kingdom,2019,Lab,32.2,31.2,-1,203,650,First-past-post
GBR,United Kingdom,2019,Con,43.6,56,12.4,364,650,First-past-post
IND,India,2019,INC,19.5,9.6,-9.9,52,543,First-past-post
IND,India,2019,BJP,37.4,55.8,18.4,303,543,First-past-post
MDV,Maldives,2019,JP,11.2,5.7,-5.5,5,87,First-past-post
MDV,Maldives,2019,PPM - PNC,16,9.2,-6.8,8,87,First-past-post
MDV,Maldives,2019,indep,21.6,8,-13.6,7,87,First-past-post
MDV,Maldives,2019,MDP,45.8,74.7,28.9,65,87,First-past-post
MDV,Maldives,2019,PPM,NA,NA,NA,NA,NA,First-past-post
MDV,Maldives,2019,PNC,NA,NA,NA,NA,NA,First-past-post
MWI,Malawi,2019,indep,NA,28.5,NA,55,193,First-past-post
MWI,Malawi,2019,MCP,NA,28.5,NA,55,193,First-past-post
MWI,Malawi,2019,UDF,NA,5.2,NA,10,193,First-past-post
MWI,Malawi,2019,DPP,NA,32.1,NA,62,193,First-past-post
MWI,Malawi,2019,PP,NA,2.6,NA,5,193,First-past-post
MWI,Malawi,2019,UTM,NA,2.1,NA,4,193,First-past-post
NGA,Nigeria,2019,PDP,NA,31.9,NA,115,360,First-past-post
NGA,Nigeria,2019,APC,NA,60.3,NA,217,360,First-past-post
SLB,Solomon Islands,2019,indep,NA,42,NA,21,50,First-past-post
SLB,Solomon Islands,2019,PAP,NA,4,NA,2,50,First-past-post
SLB,Solomon Islands,2019,SIUP,NA,4,NA,2,50,First-past-post
SLB,Solomon Islands,2019,SIPRA,NA,2,NA,1,50,First-past-post
SLB,Solomon Islands,2019,DP,NA,16,NA,8,50,First-past-post
SLB,Solomon Islands,2019,DAP,NA,6,NA,3,50,First-past-post
SLB,Solomon Islands,2019,UDP,NA,8,NA,4,50,First-past-post
SLB,Solomon Islands,2019,KP,NA,16,NA,8,50,First-past-post
SLB,Solomon Islands,2019,PFP,NA,2,NA,1,50,First-past-post
